product_no,brand,category,link,price,description,seller_id,name,image_link
945,Meade,Аксессуары для телескопов,https://www.ozon.ru/product/lunnyy-filtr-meade-serii-4000-nd96-506078421/,2890,"Тип : Светофильтр для телескопа
Страна-изготовитель : Китай
",79253,Лунный фильтр MEADE Серии 4000: ND96,https://cdn1.ozone.ru/s3/multimedia-3/6206791599.jpg
946,"",Аксессуары для телескопов,https://www.ozon.ru/product/mini-binokl-30x25-zoom-monokulyar-nochnogo-videniya-364209974/,1736,"Тип : Камера для телескопа
Автоматика телескопа : Автонаведение
",212434,Мини-бинокль 30x25 Zoom Монокуляр ночного видения,https://cdn1.ozone.ru/s3/multimedia-3/6135739119.jpg
947,Sky-Watcher,Аксессуары для телескопов,https://www.ozon.ru/product/pult-upravleniya-sky-watcher-dlya-montirovok-synscan-heq5-eq6-azgt-210648017/,31030,"Тип : Пульт для монтировки
Гарантийный срок : 6 мес.
",24633,Пульт управления Sky-Watcher для монтировок SynScan (HEQ5/EQ6/AZGT),https://cdn1.ozone.ru/s3/multimedia-t/6030477485.jpg
948,Sky-Watcher,Аксессуары для телескопов,https://www.ozon.ru/product/montirovka-sky-watcher-az-gte-synscan-goto-bez-trenogi-285103371/,34911,"Тип : Монтировка для телескопов
Монтировка : Азимутальная
Функциональные особенности оптического прибора : Дистанционное управление
Гарантийный срок : 3 года
",150546,Монтировка Sky-Watcher AZ-GTe SynScan GOTO без треноги,https://cdn1.ozone.ru/s3/multimedia-a/6029501146.jpg
949,Sturman,Аксессуары для телескопов,https://www.ozon.ru/product/svetofiltr-sturman-neytralnyy-nd96-03-1-25-562516564/,1292,"Тип : Светофильтр для телескопа
Гарантийный срок : 1 год
",261175,"Светофильтр Sturman нейтральный ND96-03 1,25""",https://cdn1.ozone.ru/s3/multimedia-7/6300790231.jpg
950,"",Аксессуары для телескопов,https://www.ozon.ru/product/16h32-binokl-voennyy-hd-moshchnyy-professionalnyy-teleskop-skladnoy-447215185/,2299,"Тип : Редьюсер для телескопа
Цвет : Зеленый
",185341,16х32 бинокль военный HD мощный профессиональный телескоп складной,https://cdn1.ozone.ru/s3/multimedia-e/6185261414.jpg
951,Explore Scientific,Аксессуары для телескопов,https://www.ozon.ru/product/svetofiltr-explore-scientific-temno-zelenyy-58a-1-25-562480093/,3289,"Тип : Светофильтр для телескопа
Цвет : Темно-зеленый
",261175,"Светофильтр Explore Scientific темно-зеленый №58A, 1,25""",https://cdn1.ozone.ru/s3/multimedia-v/6036917095.jpg
952,levenhuk,Штативы и головки,https://www.ozon.ru/product/shtativ-levenhuk-level-base-tr10-526734192/,2901,"Тип : Штатив, Штатив для телескопа
Конструкция штатива : Трипод
Установка : Напольный
Максимальная нагрузка, кг : 3
Максимальная высота/длина, см : 130
Минимальная высота/длина, см : 42
Количество секций, шт : 4
Тип головки : 3D
Площадка : Быстросъемная, можно откидывать вбок на угол до 90°
Совместимость : Приборы с резьбовым креплением 1/4""
",398564,Штатив Levenhuk Level BASE TR10,https://cdn1.ozone.ru/s3/multimedia-p/6154955185.jpg
953,Sky-Watcher,Аксессуары для телескопов,https://www.ozon.ru/product/solnechnyy-filtr-sky-watcher-dlya-reflektorov-114-mm-384787016/,3483,"Тип : Светофильтр для телескопа
Гарантийный срок : 6 мес.
",182596,Солнечный фильтр Sky-Watcher для рефлекторов 114 мм,https://cdn1.ozone.ru/s3/multimedia-k/6076254320.jpg
954,Sky-Watcher,Аксессуары для телескопов,https://www.ozon.ru/product/solnechnyy-filtr-sky-watcher-dlya-reflektorov-114-mm-210648332/,3482,"Тип : Солнечный фильтр для телескопа
Гарантийный срок : 6 мес.
",24633,Солнечный фильтр Sky-Watcher для рефлекторов 114 мм,https://cdn1.ozone.ru/s3/multimedia-r/6030477483.jpg
955,Sturman,Аксессуары для телескопов,https://www.ozon.ru/product/svetofiltr-sturman-svetlo-krasnyy-n23a-1-25-560871609/,1154,"Тип : Светофильтр для телескопа
Гарантийный срок : 1 год
",15336,"Светофильтр Sturman светло-красный N23А 1,25'",https://cdn1.ozone.ru/s3/multimedia-t/6300790217.jpg
958,SVBONY,Аксессуары для телескопов,https://www.ozon.ru/product/elektronnyy-okulyar-dlya-teleskopov-binokley-mikroskopov-svbony-sv105-2mp-473652651/,5842,"Тип : Камера для телескопа
Функциональные особенности оптического прибора : Компьютерное управление
Искатель : Оптический
Партномер : 1
Гарантийный срок : 12 месяцев
",345700,"Электронный окуляр для телескопов, биноклей, микроскопов SVBONY SV105 2MP",https://cdn1.ozone.ru/s3/multimedia-7/6170186083.jpg
959,Sky-Watcher,Аксессуары для телескопов,https://www.ozon.ru/product/montirovka-sky-watcher-az-gte-synscan-goto-s-trenogoy-207666957/,51109,"Тип : Монтировка для телескопов
Монтировка : Азимутальная
Функциональные особенности оптического прибора : Дистанционное управление
Гарантийный срок : 3 года
",24633,Монтировка Sky-Watcher AZ-GTe SynScan GOTO с треногой,https://cdn1.ozone.ru/s3/multimedia-g/6029501260.jpg
960,"",Аксессуары для телескопов,https://www.ozon.ru/product/kompasnyy-fonarik-infrakrasnyy-dalniy-nochnogo-videniya-monokulyary-s-vysokim-uglom-lazernyy-451692495/,2183,"Тип : GPS-модуль для телескопа
Фокусное расстояние телескопа, мм : 300000
Автоматика телескопа : Автонаведение
",224265,"Компасный фонарик + инфракрасный дальний ночного видения, монокуляры с высоким углом, лазерный телескоп, ночное видение при низкой освещенности, походы на открытом воздухе",https://cdn1.ozone.ru/s3/multimedia-1/6208762669.jpg
961,Sturman,Аксессуары для телескопов,https://www.ozon.ru/product/svetofiltr-sturman-goluboy-n80-1-25-562515736/,1292,"Тип : Светофильтр для телескопа
Гарантийный срок : 1 год
",261175,"Светофильтр Sturman голубой N80 1,25""",https://cdn1.ozone.ru/s3/multimedia-k/6300790208.jpg
962,levenhuk,Аксессуары для телескопов,https://www.ozon.ru/product/sumka-levenhuk-zongo-20-dlya-teleskopa-chernaya-malaya-476006609/,3579,"Тип : Сумка для телескопа
Упаковка : Картонная коробка
Цвет : Черный
Размер упаковки (Длина х Ширина х Высота), см : 36x13x34
Размеры, мм : 750x250x200
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",253108,"Сумка Levenhuk Zongo 20 для телескопа, черная малая",https://cdn1.ozone.ru/s3/multimedia-k/6090600860.jpg
963,Штурман,Аксессуары для телескопов,https://www.ozon.ru/product/kamera-dlya-mikroskopov-toupcam-uhccd05100kpa-564821614/,41621,"Тип : Камера для телескопа
",103243,Камера для микроскопов ToupCam UHCCD05100KPA,https://cdn1.ozone.ru/s3/multimedia-m/6306016582.jpg
964,levenhuk,Аксессуары для телескопов,https://www.ozon.ru/product/nabor-svetofiltrov-levenhuk-f2-luna-i-mars-564947208/,2901,"Тип : Светофильтр для телескопа
Диаметр объектива, мм : 1.25
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",150546,Набор светофильтров Levenhuk F2 Луна и Марс + ПОДАРОК Салфетка для ухода за оптикой Levenhuk P20 NG 15x20 см,https://cdn1.ozone.ru/s3/multimedia-f/6318284079.jpg
965,Sky-Watcher,Аксессуары для телескопов,https://www.ozon.ru/product/montirovka-sky-watcher-eq3-so-stalnoy-trenogoy-207666884/,58190,"Тип : Монтировка для телескопов
Монтировка : Экваториальная
Гарантийный срок : 3 года
",24633,Монтировка Sky-Watcher EQ3 со стальной треногой,https://cdn1.ozone.ru/s3/multimedia-1/6029501065.jpg
966,Explore Scientific,Аксессуары для телескопов,https://www.ozon.ru/product/filtr-explore-scientific-1-25-cls-nebula-filter-571452132/,8490,"Тип : Светофильтр для телескопа
",24633,"Фильтр Explore Scientific 1,25"" CLS Nebula Filter",https://cdn1.ozone.ru/s3/multimedia-y/6309505714.jpg
967,Explore Scientific,Аксессуары для телескопов,https://www.ozon.ru/product/filtr-explore-scientific-2-dark-green-58-571459274/,3490,"Тип : Светофильтр для телескопа
",24633,"Фильтр Explore Scientific 2"" Dark Green № 58",https://cdn1.ozone.ru/s3/multimedia-6/6309508170.jpg
968,Explore Scientific,Аксессуары для телескопов,https://www.ozon.ru/product/filtr-explore-scientific-2-blue-80a-571456823/,3490,"Тип : Светофильтр для телескопа
",24633,"Фильтр Explore Scientific 2"" Blue №80А",https://cdn1.ozone.ru/s3/multimedia-x/6309507585.jpg
969,"",Аксессуары для телескопов,https://www.ozon.ru/product/binokl-s-tsifrovoy-kameroy-hd-500mp-12x32-1080p-binokl-s-videokameroy-2-0-zhk-displey-opticheskiy-530439563/,7660,"Тип : Камера для телескопа
Цвет : Черный
Страна-изготовитель : Китай
",225127,"Бинокль с цифровой камерой HD 500MP 12x32 1080P Бинокль с видеокамерой 2,0 ""ЖК-дисплей Оптический открытый телескоп USB2.0 для ПК",https://cdn1.ozone.ru/s3/multimedia-m/6276379366.jpg
970,"",Аксессуары для телескопов,https://www.ozon.ru/product/150-kratnyy-astronomicheskiy-teleskop-f30070-zum-hd-otkrytyy-monokulyar-447184264/,5699,"Тип : Призма для телескопа
Цвет : Белый
",185341,150-кратный астрономический телескоп F30070 зум HD открытый монокуляр,https://cdn1.ozone.ru/s3/multimedia-5/6190634405.jpg
971,Sky-Watcher,Аксессуары для телескопов,https://www.ozon.ru/product/iskatel-s-krasnoy-tochkoy-sky-watcher-s-dvumya-krepleniyami-210559770/,4840,"Тип : Оптический искатель
Гарантийный срок : 6 мес.
",24633,"Искатель с красной точкой Sky-Watcher, с двумя креплениями",https://cdn1.ozone.ru/s3/multimedia-m/6030477442.jpg
972,MAK,Аксессуары для телескопов,https://www.ozon.ru/product/kreplenie-mak-verxnee-monolitnoe-dlya-pritselov-30mm-2500-3000-564912979/,25085,"Тип : Крепежная база
",103243,Крепление МАК верxнее монолитное для прицелов 30мм(2500-3000),https://cdn1.ozone.ru/s3/multimedia-h/6306367253.jpg
973,"",Аксессуары для телескопов,https://www.ozon.ru/product/dvuhstvolnyy-infrakrasnyy-tsifrovoy-pribor-nochnogo-videniya-362441891/,11466,"Тип : Камера для телескопа
Цвет : Черный
Автоматика телескопа : Автонаведение
",196290,Двухствольный инфракрасный цифровой прибор ночного видения,https://cdn1.ozone.ru/s3/multimedia-w/6228695432.jpg
974,levenhuk,Аксессуары для телескопов,https://www.ozon.ru/product/nabor-svetofiltrov-levenhuk-f4-solnechnaya-sistema-podarok-salfetka-dlya-uhoda-za-optikoy-levenhuk-564948778/,6296,"Тип : Светофильтр для телескопа
Диаметр объектива, мм : 1.25
Цвет : Черный
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",150546,Набор светофильтров Levenhuk F4 Солнечная система + ПОДАРОК Салфетка для ухода за оптикой Levenhuk P20 NG 15x20 см,https://cdn1.ozone.ru/s3/multimedia-t/6318284921.jpg
975,levenhuk,Аксессуары для телескопов,https://www.ozon.ru/product/sumka-levenhuk-zongo-80-dlya-teleskopa-sinyaya-bolshaya-304965498/,7751,"Тип : Сумка для телескопа
Цвет : Синий
",150546,Сумка Levenhuk Zongo 80 для телескопа Синяя большая,https://cdn1.ozone.ru/s3/multimedia-4/6085200844.jpg
976,Explore Scientific,Аксессуары для телескопов,https://www.ozon.ru/product/filtr-explore-scientific-2-orange-21-571460003/,3490,"Тип : Светофильтр для телескопа
",24633,"Фильтр Explore Scientific 2"" Orange №21",https://cdn1.ozone.ru/s3/multimedia-5/6309508385.jpg
977,"",Штативы и головки,https://www.ozon.ru/product/shtativ-bolshoy-dlya-koltsevoy-lampy-210-sm-metellicheskiy-575963199/,1300,"Тип : Штатив, Штатив для телескопа
Установка : Напольный
Максимальная нагрузка, кг : 9
Максимальная высота/длина, см : 210
Минимальная высота/длина, см : 80
Длина в сложенном положении, см : 70
Вес товара, г : 700
Цвет : Черный
Гарантийный срок : 14 дней 
Страна-изготовитель : Китай
",279887,Штатив большой для кольцевой лампы 210 см метеллический  ,https://cdn1.ozone.ru/s3/multimedia-h/6312760421.jpg
978,Sky-Watcher,Аксессуары для телескопов,https://www.ozon.ru/product/solnechnyy-filtr-sky-watcher-dlya-reflektorov-130-mm-210648424/,4549,"Тип : Солнечный фильтр для телескопа
Гарантийный срок : 6 мес.
",24633,Солнечный фильтр Sky-Watcher для рефлекторов 130 мм,https://cdn1.ozone.ru/s3/multimedia-s/6030477520.jpg
979,levenhuk,Аксессуары для телескопов,https://www.ozon.ru/product/sumka-levenhuk-zongo-40-dlya-teleskopa-chernaya-bolshaya-podarok-salfetka-dlya-uhoda-za-303199432/,4744,"Тип : Сумка для телескопа
Цвет : Черный
Гарантийный срок : 6 мес.
Страна-изготовитель : Китай
",150546,"Сумка Levenhuk Zongo 40 для телескопа, черная большая + ПОДАРОК Салфетка для ухода за оптикой Levenhuk P20 NG 15x20 см",https://cdn1.ozone.ru/s3/multimedia-t/6318778049.jpg
980,Baader,Аксессуары для телескопов,https://www.ozon.ru/product/adapter-dlya-krepleniya-kamery-baader-microstage-ii-213653854/,5422,"Тип : Фотоадаптер для телескопа
Гарантийный срок : 1 год
",24633,Адаптер для крепления камеры Baader MicroStage II,https://cdn1.ozone.ru/s3/multimedia-t/6031808837.jpg
981,Explore Scientific,Аксессуары для телескопов,https://www.ozon.ru/product/filtr-explore-scientific-1-25-uhc-nebula-filter-571454411/,8490,"Тип : Светофильтр для телескопа
",24633,"Фильтр Explore Scientific 1,25"" UHC Nebula Filter",https://cdn1.ozone.ru/s3/multimedia-6/6309506334.jpg
982,levenhuk,Аксессуары для телескопов,https://www.ozon.ru/product/adapter-levenhuk-a10-dlya-smartfona-383433375/,1931,"Тип : Фотоадаптер для телескопа
Гарантийный срок : 6 мес.
",182596,Адаптер Levenhuk A10 для смартфона,https://cdn1.ozone.ru/s3/multimedia-t/6148306493.jpg
983,Sky-Watcher,Аксессуары для телескопов,https://www.ozon.ru/product/solnechnyy-filtr-sky-watcher-dlya-mak-150-mm-210648272/,6198,"Тип : Солнечный фильтр для телескопа
Гарантийный срок : 6 мес.
",24633,Солнечный фильтр Sky-Watcher для MAK 150 мм,https://cdn1.ozone.ru/s3/multimedia-k/6030477512.jpg
984,"",Аксессуары для телескопов,https://www.ozon.ru/product/voennyy-monokulyar-hd-40x60-professionalnyy-portativnyy-obektiv-idealnyy-zum-dlya-nochnogo-videniya-529425742/,2400,"Тип : Диагональное зеркало
",204970,"Военный монокуляр HD 40X60, профессиональный портативный объектив, идеальный зум для ночного видения и охоты",https://cdn1.ozone.ru/s3/multimedia-p/6275997157.jpg
985,levenhuk,Аксессуары для телескопов,https://www.ozon.ru/product/sumka-levenhuk-zongo-80-dlya-teleskopa-sinyaya-bolshaya-210512594/,7750,"Тип : Сумка для телескопа
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",24633,"Сумка Levenhuk Zongo 80 для телескопа, синяя большая",https://cdn1.ozone.ru/s3/multimedia-5/6030473717.jpg
986,"",Штативы и головки,https://www.ozon.ru/product/shtativ-trenoga-dlya-koltsevoy-lampy-2-metra-chernyy-542700355/,1105,"Тип : Штатив, Штатив для телескопа
Установка : Напольный
Максимальная высота/длина, см : 210
Минимальная высота/длина, см : 65
Материал : Металл
Вес товара, г : 1000
Цвет : Черный
",356278,"Штатив (тренога) для кольцевой лампы, 2 метра, черный",https://cdn1.ozone.ru/s3/multimedia-f/6286020087.jpg
987,levenhuk,Аксессуары для телескопов,https://www.ozon.ru/product/sumka-levenhuk-zongo-40-dlya-teleskopa-chernaya-bolshaya-210512598/,4743,"Тип : Сумка для телескопа
Гарантийный срок : 6 месяцев
",24633,"Сумка Levenhuk Zongo 40 для телескопа, черная большая",https://cdn1.ozone.ru/s3/multimedia-o/6030473700.jpg
1278,levenhuk,Окуляры,https://www.ozon.ru/product/okulyar-levenhuk-ra-plossl-25-mm-1-25-562675404/,16481,"Тип : Окуляр
Фокусное расстояние, мм : 25
Гарантийный срок : 6 мес.
",261175,"Окуляр Levenhuk Ra Plossl 25 мм, 1,25""",https://cdn1.ozone.ru/s3/multimedia-z/6188238671.jpg
988,Konus,Аксессуары для телескопов,https://www.ozon.ru/product/elektrofokuser-konus-dlya-teleskopov-konuspace-284595870/,2609,"Тип : Оптический искатель
Гарантийный срок : 2 года
",24633,Электрофокусер Konus для телескопов Konuspace,https://cdn1.ozone.ru/s3/multimedia-0/6036917064.jpg
989,levenhuk,Аксессуары для телескопов,https://www.ozon.ru/product/sumka-levenhuk-zongo-20-dlya-teleskopa-chernaya-malaya-210512546/,3773,"Тип : Сумка для телескопа
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",24633,"Сумка Levenhuk Zongo 20 для телескопа, черная малая",https://cdn1.ozone.ru/s3/multimedia-p/6030473701.jpg
990,Sky-Watcher,Аксессуары для телескопов,https://www.ozon.ru/product/adapter-sky-watcher-dlya-smartfona-585009014/,1930,"Тип : Фотоадаптер для телескопа
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",24633,Адаптер Sky-Watcher для смартфона,https://cdn1.ozone.ru/s3/multimedia-b/6321558707.jpg
991,Sky-Watcher,Аксессуары для телескопов,https://www.ozon.ru/product/sky-watcher-69334-prizma-oborachivayushchaya-90-1-25-143041569/,4849,"Тип : Призма для телескопа
Партномер : 69334
Цвет : Черный, серый металлик
Размер упаковки (Длина х Ширина х Высота), см : 12 x 8 x 6
Гарантийный срок : 1 год
Страна-изготовитель : Китай
",667,"Sky-Watcher 69334 призма оборачивающая 90° 1,25""",https://cdn1.ozone.ru/multimedia/1021371512.jpg
992,"",Аксессуары для нивелиров и дальномеров,https://www.ozon.ru/product/universalnyy-reguliruemyy-shtativ-tripod-silver-s-derzhatelem-dlya-telefona-krepleniem-1-4-dlya-238308967/,977,"Конструкция штатива : Трипод
Установка : Напольный
Максимальная нагрузка, кг : 5
Максимальная высота/длина, см : 35
Минимальная высота/длина, см : 105
",117070,"Универсальный регулируемый штатив Tripod Silver, с держателем для телефона, креплением 1/4"", для кольцевых ламп, фото и видео оборудования, высота от 35 до 105 см",https://cdn1.ozone.ru/s3/multimedia-u/6046646994.jpg
993,levenhuk,Штативы и головки,https://www.ozon.ru/product/shtativ-levenhuk-level-base-tr10-483667028/,2901,"Тип : Штатив, Штатив для телескопа
Конструкция штатива : Трипод
Установка : Напольный
Максимальная нагрузка, кг : 3
Количество секций, шт : 4
Тип головки : 3D
Назначение : Универсальные, Для аудио- и телевизионной техники
Винт под штативное гнездо : 1/4""
Крепление головки к штативу : 1/4""
Длина в сложенном положении, см : 405
",145854,Штатив Levenhuk Level BASE TR10,https://cdn1.ozone.ru/s3/multimedia-p/6154955185.jpg
994,Sky-Watcher,Аксессуары для телескопов,https://www.ozon.ru/product/adapter-sky-watcher-dlya-smartfona-c-okulyarom-20-mm-585054211/,5810,"Тип : Фотоадаптер для телескопа
Принадлежности в комплекте : Сменный окуляр
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",24633,Адаптер Sky-Watcher для смартфона c окуляром 20 мм,https://cdn1.ozone.ru/s3/multimedia-h/6321560837.jpg
995,ZT,Стабилизаторы и аксессуары,https://www.ozon.ru/product/shtativ-dlya-telefona-smartfona-ayfona-androyda-fotoapparat-3-h-sektsionnyy-zt-s-bluetooth-489656834/,850,"Конструкция штатива : Трипод
Установка : Напольный
Максимальная нагрузка, кг : 1
Максимальная высота/длина, см : 1020
Минимальная высота/длина, см : 345
Тип головки : 3D
Винт под штативное гнездо : 1/4""
Крепление головки к штативу : 1/4""
Угол поворота головки (по горизонтали) : 360°
Угол наклона головки вверх : 90°
",354068,"Штатив для телефона, смартфона, айфона, андройда, фотоаппарат 3-х секционный ZT. С Bluetooth пультом, держателем для телефона и пузырьковым уровнем. Длина: 35-103 смДержатель для телефона / Тренога для телефона / Крепление для телефона на штатив / Штатив ",https://cdn1.ozone.ru/s3/multimedia-c/6250439556.jpg
996,Sky-Watcher,Аксессуары для телескопов,https://www.ozon.ru/product/lunnyy-filtr-sky-watcher-1-25-210553643/,1736,"Тип : Светофильтр для телескопа
Гарантийный срок : 6 мес.
",24633,"Лунный фильтр Sky-Watcher 1,25",https://cdn1.ozone.ru/s3/multimedia-e/6030477938.jpg
997,Sky-Watcher,Аксессуары для телескопов,https://www.ozon.ru/product/adapter-sky-watcher-dlya-smartfona-534626619/,1931,"Тип : Фотоадаптер для телескопа
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",766,Адаптер Sky-Watcher для смартфона,https://cdn1.ozone.ru/s3/multimedia-w/6278295872.jpg
998,Svetodar116,Штативы и головки,https://www.ozon.ru/product/shtativ-gorizontalnyy-napolnyy-s-derzhatelem-dlya-telefona-zhuravl-dlya-predmetnoy-semki-svetodar116-192302855/,2615,"Тип : Штатив, Штатив для телескопа
Конструкция штатива : Трипод
Установка : Напольный
Максимальная нагрузка, кг : 2.5
Максимальная высота/длина, см : 145
Минимальная высота/длина, см : 85
Количество секций, шт : 3
Тип головки : Шаровая
Площадка : Есть
Винт под штативное гнездо : 1/4""
",80316,"Штатив горизонтальный напольный с держателем для телефона, журавль для предметной съемки Svetodar116",https://cdn1.ozone.ru/s3/multimedia-p/6022044013.jpg
1013,Sturman,Аксессуары для телескопов,https://www.ozon.ru/product/solnechnyy-filtr-sturman-122-155mm-560876144/,4915,"Тип : Солнечный фильтр для телескопа
Гарантийный срок : 1 год
",93489,Солнечный фильтр Sturman 122-155мм,https://cdn1.ozone.ru/s3/multimedia-d/6300790237.jpg
999,zKissfashion,Штативы и головки,https://www.ozon.ru/product/universalnyy-shtativ-zkissfashion-shtativ-tripod-dlya-koltsevoy-lampy-fotoapparata-smartfona-2-1-m-556568449/,690,"Тип : Штатив, Штатив для телескопа
Конструкция штатива : Трипод
Установка : Напольный
Максимальная нагрузка, кг : 5
Максимальная высота/длина, см : 210
Минимальная высота/длина, см : 70
Количество секций, шт : 2
Назначение : Для фото- и видеотехники, Для смартфонов, Универсальные
Винт под штативное гнездо : 1/4""
Крепление головки к штативу : 1/4""
",369734,"Универсальный штатив zKissfashion, штатив-трипод для кольцевой лампы, фотоаппарата, смартфона, 2,1 м",https://cdn1.ozone.ru/s3/multimedia-m/6302816758.jpg
1000,WAYSKO,Стабилизаторы и аксессуары,https://www.ozon.ru/product/waysko-shtativ-tripod-dlya-telefona-i-fotoapparata-universalnyy-mini-shtativ-nastolnyy-osminog-dlya-483750773/,769,"Конструкция штатива : Монопод
Установка : Настольный
Цвет : Черный
Страна-изготовитель : Китай
",139969,"WAYSKO / Штатив (трипод) для телефона и фотоаппарата универсальный, мини-штатив настольный осьминог для селфи и смартфона с прочными гибкими ножками и шаровой головкой, в комплекте крепление для телефона высота 30 см, цвет чёрный",https://cdn1.ozone.ru/s3/multimedia-m/6247120330.jpg
1001,Celestron,Аксессуары для телескопов,https://www.ozon.ru/product/lunnyy-filtr-celestron-1-25-210636856/,1251,"Тип : Светофильтр для телескопа
Гарантийный срок : 1 год
Страна-изготовитель : Китай
",24633,"Лунный фильтр Celestron, 1,25",https://cdn1.ozone.ru/s3/multimedia-c/6029859960.jpg
1002,"",Штативы и головки,https://www.ozon.ru/product/perehodnik-dlya-shtativa-3-8-f-na-1-4-m-1-sht-520147533/,270,"Тип : Штатив, Штатив для телескопа
Конструкция штатива : Трипод
Установка : Настольный
Максимальная нагрузка, кг : 1
Максимальная высота/длина, см : 2
Минимальная высота/длина, см : 2
Диаметр колонны, мм : 16
Тип головки : 2D
Площадка : 3/8 на 1/4
Совместимость : Штативы с резьбой 3/8""
",395675,"Переходник для штатива 3/8 (F) на 1/4 (M), 1 шт.",https://cdn1.ozone.ru/s3/multimedia-f/6270977847.jpg
1003,Discovery,Аксессуары для телескопов,https://www.ozon.ru/product/adapter-dlya-smartfona-discovery-dsa-10-400874667/,1200,"Тип : Фотоадаптер для телескопа
Упаковка : Коробка картонная
Цвет : Черный
Размер упаковки (Длина х Ширина х Высота), см : 15.5x7x5
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",667,Адаптер для смартфона Discovery DSA 10,https://cdn1.ozone.ru/s3/multimedia-3/6157790487.jpg
1004,"",Аксессуары для телескопов,https://www.ozon.ru/product/teleskop-vysokogo-razresheniya-moshchnyy-vysokotochnyy-teleskop-nachalnogo-urovnya-dlya-detey-dlya-455300378/,3690,"Тип : GPS-модуль для телескопа
",250804,Телескоп высокого разрешения Мощный высокоточный телескоп начального уровня для детей для поиска звезд,https://cdn1.ozone.ru/s3/multimedia-6/6212782578.jpg
1005,Sturman,Аксессуары для телескопов,https://www.ozon.ru/product/solnechnyy-filtr-sturman-122-155mm-561477346/,4915,"Тип : Солнечный фильтр для телескопа
Гарантийный срок : 1 год
",433770,Солнечный фильтр Sturman 122-155мм,https://cdn1.ozone.ru/s3/multimedia-d/6300790237.jpg
1006,levenhuk,Аксессуары для телескопов,https://www.ozon.ru/product/adapter-levenhuk-a10-dlya-smartfona-na-teleskop-i-mikroskop-dlya-foto-i-video-semok-523929421/,1931,"Тип : Адаптер для монтировки
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай, США
",387553,"Адаптер Levenhuk A10 для смартфона на телескоп и микроскоп, для фото и видео съёмок",https://cdn1.ozone.ru/s3/multimedia-k/6273121796.jpg
1007,Sky-Watcher,Аксессуары для телескопов,https://www.ozon.ru/product/t-koltso-sky-watcher-dlya-kamer-nikon-m48-210652485/,4549,"Тип : Фотоадаптер для телескопа
Гарантийный срок : 6 мес.
",24633,Т-кольцо Sky-Watcher для камер Nikon M48,https://cdn1.ozone.ru/s3/multimedia-v/6030478099.jpg
1008,"",Штативы и головки,https://www.ozon.ru/product/shtativ-404181806/,1659,"Цвет : Разноцветный
",189340,Штатив ,https://cdn1.ozone.ru/s3/multimedia-1/6158879125.jpg
1009,"",Аксессуары для телескопов,https://www.ozon.ru/product/80x100-hd-zoom-shtativ-monokulyar-teleskop-den-nochnoe-videnie-kemping-zazhim-dlya-telefona-365067485/,1225,"Тип : Оптический искатель
Искатель : Оптический
Цвет : Черный
Автоматика телескопа : Автонаведение
",226008,80X100 HD Zoom Штатив Монокуляр Телескоп День / Ночное видение Кемпинг Зажим для телефона,https://cdn1.ozone.ru/s3/multimedia-h/6136823741.jpg
1010,Sky-Watcher,Аксессуары для телескопов,https://www.ozon.ru/product/linza-barlou-sky-watcher-2x-s-adapterom-dlya-kamery-583321956/,9691,"Тип : Окуляр, Фотоадаптер для телескопа
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",123664,"Линза Барлоу Sky-Watcher 2x, с адаптером для камеры",https://cdn1.ozone.ru/s3/multimedia-8/6111203900.jpg
1011,Bresser,Аксессуары для телескопов,https://www.ozon.ru/product/t-koltso-bresser-dlya-kamer-nikon-m42-232435911/,4162,"Тип : Крепежное кольцо для телескопа
Гарантийный срок : 6 мес.
",15336,Т-кольцо Bresser для камер Nikon M42,https://cdn1.ozone.ru/s3/multimedia-n/6036917015.jpg
1012,Sturman,Аксессуары для телескопов,https://www.ozon.ru/product/solnechnyy-filtr-sturman-122-155mm-560871574/,4915,"Тип : Солнечный фильтр для телескопа
Гарантийный срок : 1 год
",15336,Солнечный фильтр Sturman 122-155мм,https://cdn1.ozone.ru/s3/multimedia-d/6300790237.jpg
1014,Bresser,Аксессуары для телескопов,https://www.ozon.ru/product/t-koltso-bresser-dlya-kamer-canon-eos-m42-476006622/,3947,"Тип : Фотоадаптер для телескопа
Цвет : Черный
Гарантийный срок : 6 месяцев
",253108,Т-кольцо Bresser для камер Canon EOS M42,https://cdn1.ozone.ru/s3/multimedia-i/6148030542.jpg
1015,Baader,Аксессуары для телескопов,https://www.ozon.ru/product/filtr-baader-o-iii-1-25-210640314/,15995,"Тип : Светофильтр для телескопа
Гарантийный срок : 1 год
",24633,"Фильтр Baader O III, 1,25",https://cdn1.ozone.ru/s3/multimedia-1/6030477313.jpg
